nodeID,drug_name,x_id,cancer_gene,brite,mySamplingNumber,
Q9BXP5,SB590885;Afatinib,SRRT,FALSE,none,84,
Q9BY32,SB590885;Afatinib,ITPA,FALSE,Enzymes,15,
Q9BY44,Crizotinib,EIF2A,FALSE,Messenger RNA biogenesis,54,
Q9BYD1,Afatinib;WEHI-539;PF-06747775;SB590885;Ara-G,MRPL13,FALSE,Ribosome,32,
Q9BYD2,SB590885;Afatinib,MRPL9,FALSE,Ribosome,13,
Q9BYD3,Afatinib;Savolitinib;WEHI-539;PF-06747775;SB590885;Ara-G,MRPL4,FALSE,Ribosome,45,
Q9BYD6,SB590885;Afatinib;PLX-4720,MRPL1,FALSE,Ribosome,4,
Q9BYN8,Afatinib;PF-06747775;Savolitinib,MRPS26,FALSE,Ribosome,12,
Q9BYT8,Venetoclax,NLN,FALSE,Peptidases and inhibitors,39,
Q9BZE1,SB590885;Afatinib;Savolitinib,MRPL37,FALSE,Ribosome,89,
Q9BZF1,GSK429286A;Savolitinib,OSBPL8,FALSE,Membrane trafficking,50,
Q9BZI7,Linifanib,UPF3B,TRUE,Messenger RNA biogenesis,94,
Q9BZK7,AC220,TBL1XR1,TRUE,Chromosome and associated proteins,84,
Q9BZL1,Afatinib;Savolitinib,UBL5,FALSE,Spliceosome,66,
Q9BZX2,Afatinib,UCK2,FALSE,Enzymes,23,
Q9BZZ5,Crizotinib;Venetoclax;IAP_7638;AZD5582,API5,FALSE,none,35,
Q9C004,SB590885,SPRY4,FALSE,none,87,
Q9C005,TGX221,DPY30,FALSE,Chromosome and associated proteins,23,
Q9C0B1,Afatinib,FTO,FALSE,Messenger RNA biogenesis,41,
Q9C0B5,Afatinib,ZDHHC5,FALSE,Membrane trafficking,52,
Q9C0C2,Afatinib;Lapatinib,TNKS1BP1,FALSE,none,95,
Q9C0E8,GSK269962A,LNPK,FALSE,Membrane trafficking,21,
Q9C0J8,Capmatinib,WDR33,FALSE,Messenger RNA biogenesis,8,
Q9GZR2,Afatinib;AZD5582,REXO4,FALSE,Ribosome biogenesis,13,
Q9GZS3,SB590885;Afatinib;Dabrafenib;PLX-4720,WDR61,FALSE,Messenger RNA biogenesis,18,
Q9GZT3,Afatinib;PF-06747775,SLIRP,FALSE,Cilium and associated proteins,1,
Q9GZT6,PD173074,CCDC90B,FALSE,none,31,
Q9GZT8,Afatinib;Crizotinib,NIF3L1,FALSE,none,83,
Q9GZZ1,Afatinib,NAA50,FALSE,Chromosome and associated proteins,42,
Q9H019,Afatinib,MTFR1L,FALSE,none,71,
Q9H074,AZD5582,PAIP1,FALSE,Messenger RNA biogenesis,38,
Q9H078,PF-06747775,CLPB,FALSE,Chaperones and folding catalysts,56,
Q9H082,Savolitinib,RAB33B,FALSE,Membrane trafficking,26,
Q9H0A0,Afatinib;Savolitinib,NAT10,FALSE,Ribosome biogenesis,13,
Q9H0C8,Afatinib;Savolitinib,ILKAP,FALSE,Protein phosphatases and associated proteins,2,
Q9H0E2,GDC-0879;PLX-4720;Dabrafenib;SB590885;IAP_7638,TOLLIP,FALSE,Exosome,66,
Q9H0E3,AC220,SAP130,FALSE,Chromosome and associated proteins,31,
Q9H0H5,SB590885;Dabrafenib,RACGAP1,FALSE,Membrane trafficking,24,
Q9H0S4,SB590885,DDX47,FALSE,Ribosome biogenesis,71,
Q9H0U4,Afatinib;Crizotinib,RAB1B,FALSE,Membrane trafficking,55,
Q9H0U6,Afatinib;Savolitinib;WEHI-539;PF-06747775;SB590885,MRPL18,FALSE,Ribosome,29,
Q9H173,AZD5582,SIL1,FALSE,Mitochondrial biogenesis,98,
Q9H1A3,SB590885;GDC-0879;Dabrafenib;PLX-4720,METTL9,FALSE,none,62,
Q9H1E3,Crizotinib;IAP_5620;IAP_7638;AZD5582,NUCKS1,FALSE,none,92,
Q9H1E5,Afatinib,TMX4,FALSE,none,2,
Q9H223,PLX-4720;IAP_7638;Dabrafenib;LIMK1 inhibitor BMS4;Ara-G,EHD4,FALSE,Membrane trafficking,70,
Q9H299,Afatinib;AZD5582;Savolitinib;PLX-4720;Dabrafenib;PF-06747775;LIMK1 inhibitor BMS4,SH3BGRL3,FALSE,Domain-containing proteins not elsewhere classified,28,
Q9H2D6,Dabrafenib;Venetoclax;PLX-4720,TRIOBP,FALSE,Cytoskeleton proteins,52,
Q9H2M9,Venetoclax;IAP_7638,RAB3GAP2,FALSE,Membrane trafficking,31,
Q9H2P0,Dabrafenib;Venetoclax;IAP_7638;Ara-G,ADNP,FALSE,Transcription factors,70,
Q9H2V7,Venetoclax,SPIN1,FALSE,Transporters,11,
Q9H2W6,SB590885;Afatinib;PF-06747775,MRPL46,FALSE,Ribosome,93,
Q9H307,Afatinib;AZD5582;TGX221;PLX-4720;Dabrafenib,PNN,FALSE,Messenger RNA biogenesis,50,
Q9H3K2,Motesanib,GHITM,FALSE,Transporters,30,
Q9H3N1,Afatinib;IAP_7638;AZD5582,TMX1,FALSE,none,52,
Q9H3S7,Dabrafenib,PTPN23,FALSE,Protein phosphatases and associated proteins,71,
Q9H3U1,Dabrafenib;Savolitinib,UNC45A,FALSE,Chaperones and folding catalysts,47,
Q9H444,IAP_7638;AZD5582,CHMP4B,FALSE,Membrane trafficking,34,
Q9H4A6,IAP_7638;AZD5582,GOLPH3,FALSE,Membrane trafficking,88,
Q9H4G0,Afatinib;PF-06747775;GSK429286A,EPB41L1,FALSE,Domain-containing proteins not elsewhere classified,75,
Q9H4I3,Savolitinib,TRABD,FALSE,none,70,
Q9H583,Savolitinib,HEATR1,FALSE,Ribosome biogenesis,7,
Q9H5V8,Dabrafenib;Venetoclax,CDCP1,FALSE,CD molecules,92,
Q9H5X1,Dabrafenib,CIAO2A,FALSE,none,80,
Q9H6D7,Crizotinib,HAUS4,FALSE,Chromosome and associated proteins,2,
Q9H6H4,Savolitinib,REEP4,FALSE,none,23,
Q9H6R0,Savolitinib,DHX33,FALSE,Ribosome biogenesis,89,
Q9H6R3,CAY10566,ACSS3,FALSE,Lipid biosynthesis proteins,91,
Q9H6R4,Afatinib,NOL6,FALSE,Ribosome biogenesis,49,
Q9H6S3,Afatinib,EPS8L2,FALSE,Membrane trafficking,100,
Q9H6V9,SB590885,LDAH,FALSE,none,50,
Q9H6Z4,Afatinib;IAP_5620;Savolitinib;AZD5582;IAP_7638,RANBP3,FALSE,none,71,
Q9H773,Savolitinib;Venetoclax;IAP_7638;AZD5582,DCTPP1,FALSE,Enzymes,1,
Q9H788,SB590885,SH2D4A,FALSE,Protein phosphatases and associated proteins,92,
Q9H7B2,IAP_5620,RPF2,FALSE,Ribosome biogenesis,13,
Q9H7Z7,SB590885;Afatinib;PF-06747775,PTGES2,FALSE,Enzymes,23,
Q9H845,SB590885;Afatinib;PF-06747775,ACAD9,FALSE,Mitochondrial biogenesis,97,
Q9H8H0,Afatinib,NOL11,FALSE,none,99,
Q9H8V3,Ara-G,ECT2,FALSE,Membrane trafficking,21,
Q9H8Y5,A-1155463,ANKZF1,FALSE,Ribosome biogenesis,69,
Q9H910,IAP_7638,JPT2,FALSE,none,14,
Q9H939,AZD5582,PSTPIP2,FALSE,Membrane trafficking,45,
Q9H944,Crizotinib,MED20,FALSE,Transcription machinery,20,
Q9H9A6,Afatinib;PF-06747775;Crizotinib,LRRC40,FALSE,none,89,
Q9H9B1,GDC-0879;TGX221;PLX-4720;Dabrafenib;SB590885,EHMT1,FALSE,Chromosome and associated proteins,21,
Q9H9B4,Crizotinib,SFXN1,FALSE,Mitochondrial biogenesis,82,
Q9H9J2,SB590885;Afatinib;WEHI-539;Savolitinib,MRPL44,FALSE,Ribosome,12,
Q9H9P8,Afatinib;Savolitinib;CAY10566;PF-06747775;GSK429286A,L2HGDH,FALSE,Enzymes,98,
Q9HA77,Savolitinib,CARS2,FALSE,Amino acid related enzymes,22,
Q9HAF1,Afatinib;Dabrafenib;Venetoclax,MEAF6,FALSE,Chromosome and associated proteins,9,
Q9HAV7,Venetoclax,GRPEL1,FALSE,Chaperones and folding catalysts,71,
Q9HB71,Afatinib;IAP_7638;AZD5582,CACYBP,FALSE,none,14,
Q9HBH5,Afatinib,RDH14,FALSE,Enzymes,52,
Q9HC52,Venetoclax;IAP_7638,CBX8,FALSE,Chromosome and associated proteins,84,
Q9HC84,SB590885,MUC5B,FALSE,Membrane trafficking,63,
Q9HCC0,Crizotinib;Afatinib;Savolitinib;PF-06747775;GSK429286A,MCCC2,FALSE,Enzymes,51,
Q9HCD5,Dabrafenib,NCOA5,FALSE,none,73,
Q9HCE1,IAP_7638,MOV10,FALSE,Messenger RNA biogenesis,35,
Q9HCG8,SB590885,CWC22,FALSE,Spliceosome,60,
Q9HCM4,IAP_7638,EPB41L5,FALSE,Domain-containing proteins not elsewhere classified,57,
Q9HCS7,SB590885;GDC-0879;Dabrafenib;PLX-4720,XAB2,FALSE,Messenger RNA biogenesis,55,
Q9HCU5,Crizotinib;Savolitinib,PREB,FALSE,Membrane trafficking,15,
Q9HD33,SB590885;Afatinib;Savolitinib,MRPL47,FALSE,Ribosome,2,
Q9HD42,AZD5582,CHMP1A,FALSE,Membrane trafficking,14,
Q9HD45,Afatinib;PF-06747775,TM9SF3,FALSE,Exosome,2,
Q9HDC9,AC220;AZD5582;Crizotinib,APMAP,FALSE,Membrane trafficking,60,
Q9NNW7,KIT_5808,TXNRD2,FALSE,Enzymes,21,
Q9NP58,Savolitinib;IAP_7638;AZD5582,ABCB6,FALSE,Transporters,76,
Q9NP61,Dabrafenib;PLX-4720,ARFGAP3,TRUE,Membrane trafficking,19,
Q9NP79,Afatinib;Savolitinib;AZD5582,VTA1,FALSE,Membrane trafficking,65,
Q9NP92,Savolitinib,MRPS30,FALSE,Ribosome,71,
Q9NPA0,IAP_7638;AZD5582;Venetoclax;Crizotinib,EMC7,FALSE,Membrane trafficking,26,
Q9NPA8,Savolitinib;TGX221;BIX-02188;AC220;Crizotinib,ENY2,FALSE,Transcription machinery,55,
Q9NPE3,Afatinib,NOP10,FALSE,Ribosome biogenesis,95,
Q9NPH2,Savolitinib,ISYNA1,FALSE,Enzymes,35,
Q9NPJ3,AZD5582,ACOT13,FALSE,Lipid biosynthesis proteins,2,
Q9NPL8,Dabrafenib;PLX-4720;Savolitinib,TIMMDC1,FALSE,Mitochondrial biogenesis,40,
Q9NPQ8,Afatinib;PF-06747775,RIC8A,FALSE,none,89,
Q9NQ29,Afatinib,LUC7L,FALSE,none,90,
Q9NQ50,Afatinib;PF-06747775;Savolitinib,MRPL40,FALSE,Ribosome,86,
Q9NQ88,GDC-0879;Savolitinib;PLX-4720;Dabrafenib;SB590885;Ara-G,TIGAR,FALSE,Enzymes,3,
Q9NQC3,WH-4-023;Savolitinib;TGX221;PLX-4720;Dabrafenib;PF-06747775;GSK429286A,RTN4,TRUE,Membrane trafficking,62,
Q9NQG5,Ara-G;IAP_7638;AZD5582,RPRD1B,FALSE,Transcription machinery,89,
Q9NQP4,Afatinib;AZD5582,PFDN4,FALSE,Chaperones and folding catalysts,40,
Q9NQR4,Crizotinib;Dabrafenib;SB590885;AZD5582,NIT2,FALSE,Enzymes,17,
Q9NQW6,SB590885;TGX221,ANLN,FALSE,Cytoskeleton proteins,72,
Q9NQX3,WH-4-023;TGX221;Savolitinib,GPHN,FALSE,Enzymes,2,
Q9NQX7,AC220,ITM2C,FALSE,Exosome,87,
Q9NR09,AZD5582,BIRC6,FALSE,Peptidases and inhibitors,95,
Q9NR12,Afatinib;WH-4-023;GSK269962A;TGX221;PF-06747775;SB590885;GSK429286A,PDLIM7,FALSE,Domain-containing proteins not elsewhere classified,90,
Q9NR30,SB590885;Dabrafenib,DDX21,FALSE,Ribosome biogenesis,68,
Q9NR45,Savolitinib;AZD5582,NANS,FALSE,Enzymes,76,
Q9NR46,IAP_7638;AZD5582,SH3GLB2,FALSE,Membrane trafficking,98,
Q9NR50,Afatinib,EIF2B3,FALSE,Translation factors,5,
Q9NRF8,Dabrafenib,CTPS2,FALSE,Enzymes,47,
Q9NRG7,Nilotinib,SDR39U1,FALSE,none,11,
Q9NRL2,Afatinib;PLX-4720;Dabrafenib;PF-06747775;SB590885,BAZ1A,FALSE,Chromosome and associated proteins,50,
Q9NRL3,Temozolomide;AZD5582,STRN4,FALSE,Protein phosphatases and associated proteins,79,
Q9NRN7,Afatinib;Savolitinib;Venetoclax;AZD5582,AASDHPPT,FALSE,Enzymes,34,
Q9NRR5,SB590885,UBQLN4,FALSE,Membrane trafficking,37,
Q9NRS6,AZD5582,SNX15,FALSE,Domain-containing proteins not elsewhere classified,63,
Q9NRV9,Dabrafenib,HEBP1,FALSE,none,65,
Q9NRX2,SB590885;Afatinib;Savolitinib,MRPL17,FALSE,Ribosome,50,
Q9NS69,SB590885,TOMM22,FALSE,Mitochondrial biogenesis,14,
Q9NS86,Afatinib;Cetuximab;AZD5582,LANCL2,FALSE,none,19,
Q9NSD9,Afatinib;IAP_5620;IAP_7638;AZD5582,FARSB,FALSE,Amino acid related enzymes,85,
Q9NSE4,Afatinib;PF-06747775;Savolitinib,IARS2,FALSE,Amino acid related enzymes,23,
Q9NT62,SB590885;Afatinib,ATG3,FALSE,Membrane trafficking,23,
Q9NTI5,AC220,PDS5B,FALSE,Chromosome and associated proteins,43,
Q9NTJ3,Afatinib;PF-06747775,SMC4,FALSE,Chromosome and associated proteins,70,
Q9NTK5,Afatinib;IAP_7638;AZD5582,OLA1,FALSE,Chromosome and associated proteins,81,
Q9NTZ6,Crizotinib;Afatinib;IAP_7638;AZD5582,RBM12,FALSE,Spliceosome,15,
Q9NU22,Lapatinib,MDN1,FALSE,Ribosome biogenesis,26,
Q9NUB1,SB590885,ACSS1,FALSE,Lipid biosynthesis proteins,59,
Q9NUD5,Savolitinib,ZCCHC3,FALSE,none,45,
Q9NUJ1,Afatinib;Savolitinib,ABHD10,FALSE,Peptidases and inhibitors,43,
Q9NUP9,Afatinib;Cetuximab;PF-06747775;AZD5582,LIN7C,FALSE,Membrane trafficking,85,
Q9NV06,Afatinib;Savolitinib,DCAF13,FALSE,Ribosome biogenesis,51,
Q9NVD7,GSK429286A;Afatinib;TGX221;AZD5582,PARVA,FALSE,Cytoskeleton proteins,98,
Q9NVG8,IAP_7638,TBC1D13,FALSE,Membrane trafficking,69,
Q9NVI1,AZD5582,FANCI,FALSE,DNA repair and recombination proteins,90,
Q9NVI7,Crizotinib,ATAD3A,FALSE,Mitochondrial biogenesis,89,
Q9NVM6,Savolitinib,DNAJC17,FALSE,Chaperones and folding catalysts,39,
Q9NVM9,Savolitinib,INTS13,FALSE,none,59,
Q9NVP1,Afatinib;Savolitinib,DDX18,FALSE,Spliceosome,30,
Q9NVS2,Savolitinib,MRPS18A,FALSE,Ribosome,100,
Q9NVS9,Savolitinib;IAP_7638;AZD5582,PNPO,FALSE,Enzymes,53,
Q9NVT9,Afatinib,ARMC1,FALSE,Exosome,11,
Q9NW64,GDC-0879;AZD5582;PLX-4720;Dabrafenib;SB590885,RBM22,FALSE,Spliceosome,49,
Q9NW82,Dabrafenib,WDR70,FALSE,Ubiquitin system,67,
Q9NWB6,Venetoclax;Savolitinib,ARGLU1,FALSE,Spliceosome,89,
Q9NWH9,Afatinib;Dabrafenib,SLTM,FALSE,Domain-containing proteins not elsewhere classified,42,
Q9NWS8,Imatinib;Axitinib;Motesanib;BIX-02188;Nilotinib;KIT_6754,RMND1,FALSE,Mitochondrial biogenesis,19,
Q9NWU5,Afatinib;Savolitinib,MRPL22,FALSE,Ribosome,1,
Q9NWV4,Afatinib;Crizotinib,CZIB,FALSE,none,2,
Q9NX24,Dabrafenib,NHP2,FALSE,Ribosome biogenesis,69,
Q9NX40,AZD5582,OCIAD1,FALSE,none,7,
Q9NX55,Savolitinib,HYPK,FALSE,none,7,
Q9NX58,IAP_7638,LYAR,FALSE,Transcription factors,78,
Q9NX63,PD173074,CHCHD3,FALSE,Protein phosphatases and associated proteins,82,
Q9NXE4,IAP_7638;AZD5582,SMPD4,FALSE,Enzymes,23,
Q9NXF1,Savolitinib,TEX10,FALSE,Ribosome biogenesis,13,
Q9NXG2,GSK269962A,THUMPD1,FALSE,Transfer RNA biogenesis,41,
Q9NXR7,AZD5582,BABAM2,FALSE,Ubiquitin system,32,
Q9NXU5,IAP_7638,1500 ARL,FALSE,GTP-binding proteins,53
Q9NXW2,SB590885;Afatinib;Cetuximab,DNAJB12,FALSE,Chaperones and folding catalysts,48,
Q9NY12,Savolitinib,GAR1,FALSE,Ribosome biogenesis,13,
Q9NY33,Savolitinib;IAP_7638;AZD5582,DPP3,FALSE,Peptidases and inhibitors,36,
Q9NY61,Afatinib,AATF,FALSE,Ribosome biogenesis,24,
Q9NY93,Afatinib;IAP_7638;AZD5582,DDX56,FALSE,Ribosome biogenesis,3,
Q9NYB0,IAP_7638,TERF2IP,FALSE,DNA replication proteins,14,
Q9NYF8,Dabrafenib,BCLAF1,TRUE,Spliceosome,71,
Q9NYK5,SB590885;Afatinib,MRPL39,FALSE,Ribosome,68,
Q9NYL9,Afatinib;Venetoclax;SB590885;AC220;PF-06747775;Lapatinib,TMOD3,FALSE,Cytoskeleton proteins,61,
Q9NYU2,AZD5582,UGGT1,FALSE,Glycosyltransferases,82,
Q9NZ08,IAP_5620;IAP_7638;AZD5582,ERAP1,FALSE,Peptidases and inhibitors,79,
Q9NZ53,TGX221,PODXL2,FALSE,none,75,
Q9NZB2,IAP_7638;AZD5582,FAM120A,FALSE,none,80,
Q9NZI8,Afatinib;TGX221,IGF2BP1,FALSE,Spliceosome,75,
Q9NZJ7,AC220,MTCH1,FALSE,Mitochondrial biogenesis,52,
Q9NZL4,Afatinib;Savolitinib,HSPBP1,FALSE,Chaperones and folding catalysts,62,
Q9NZM1,SB590885;GDC-0879;Afatinib,MYOF,FALSE,Membrane trafficking,53,
Q9NZN4,AZD4547;PD173074;Savolitinib,EHD2,FALSE,Membrane trafficking,20,
Q9NZQ7,SB590885,CD274,FALSE,CD molecules,4,
Q9NZT2,GDC-0879;Dabrafenib;Savolitinib,OGFR,FALSE,none,38,
Q9NZU0,Pemetrexed,FLRT3,FALSE,Domain-containing proteins not elsewhere classified,74,
Q9P015,Afatinib;Savolitinib;PF-06747775;SB590885;Ara-G,MRPL15,FALSE,Ribosome,61,
Q9P016,WH-4-023;WEHI-539;TGX221,THYN1,FALSE,none,80,
Q9P032,Savolitinib,NDUFAF4,FALSE,Mitochondrial biogenesis,24,
Q9P035,Nilotinib;Savolitinib,HACD3,FALSE,Lipid biosynthesis proteins,33,
Q9P0I2,Savolitinib,EMC3,FALSE,Membrane trafficking,28,
Q9P0J0,SB590885,NDUFA13,FALSE,none,29,
Q9P0J1,IAP_5620;IAP_7638;AZD5582,PDP1,FALSE,Protein phosphatases and associated proteins,88,
Q9P0M9,Afatinib;Savolitinib;WEHI-539;PF-06747775;SB590885;AZD4547,MRPL27,FALSE,Ribosome,36,
Q9P0P0,Savolitinib,RNF181,FALSE,Ubiquitin system,69,
Q9P0R6,Savolitinib,GSKIP,FALSE,none,87,
Q9P0U1,Quizartinib,TOMM7,FALSE,Membrane trafficking,87,
Q9P1Y5,AZD5582,CAMSAP3,FALSE,Protein phosphatases and associated proteins,61,
Q9P206,Afatinib;AZD5582;Dabrafenib;WEHI-539;PF-06747775,KIAA1522,FALSE,none,45,
Q9P258,Afatinib;Venetoclax;IAP_7638;AZD5582,RCC2,FALSE,none,73,
Q9P260,Venetoclax,RELCH,FALSE,Membrane trafficking,13,
Q9P266,Savolitinib,JCAD,FALSE,none,80,
Q9P287,Savolitinib,BCCIP,FALSE,Ribosome biogenesis,81,
Q9P2B2,Afatinib;Cetuximab;AZD5582,PTGFRN,FALSE,Exosome,76,
Q9P2B4,Savolitinib,CTTNBP2NL,FALSE,none,54,
Q9P2E9,WH-4-023;TGX221;PLX-4720;AZD1152-HQPA;WEHI-539;Dabrafenib;Venetoclax;A-1155463,RRBP1,FALSE,none,89,
Q9P2I0,Nilotinib;Dabrafenib,CPSF2,FALSE,Messenger RNA biogenesis,39,
Q9P2M7,GSK429286A,CGN,FALSE,none,39,
Q9P2N5,PF-06747775,RBM27,FALSE,Spliceosome,66,
Q9P2R3,Afatinib;Dabrafenib;PLX-4720,ANKFY1,FALSE,Membrane trafficking,47,
Q9P2R7,Afatinib;PF-06747775;PLX-4720;Savolitinib,SUCLA2,FALSE,Exosome,38,
Q9P2W9,AZD5582,STX18,FALSE,Membrane trafficking,19,
Q9UBB4,Venetoclax,ATXN10,FALSE,none,19,
Q9UBB5,Afatinib;Axitinib;NVP-BHG712,MBD2,FALSE,Chromosome and associated proteins,83,
Q9UBC2,Crizotinib,EPS15L1,FALSE,Membrane trafficking,60,
Q9UBE0,Afatinib;Savolitinib;PLK4_0066;Venetoclax;SB590885;Crizotinib,SAE1,FALSE,Ubiquitin system,95,
Q9UBH6,Savolitinib,XPR1,FALSE,Transporters,85,
Q9UBI6,WH-4-023;IAP_5620;TGX221;PLX-4720;Dabrafenib;Venetoclax;IAP_7638;Ara-G,GNG12,FALSE,Exosome,21,
Q9UBM7,Afatinib;IAP_5620;AZD5582;PF-06747775;IAP_7638,DHCR7,FALSE,Enzymes,14,
Q9UBQ5,Afatinib;Savolitinib;Crizotinib,EIF3K,FALSE,Translation factors,91,
Q9UBR2,Dabrafenib,CTSZ,FALSE,Peptidases and inhibitors,25,
Q9UBS4,IAP_7638;AZD5582,DNAJB11,FALSE,Chaperones and folding catalysts,45,
Q9UBS8,SB590885;Dabrafenib;PLX-4720,RNF14,FALSE,Ubiquitin system,18,
Q9UBT2,Afatinib;AZD5582;PLK4_0066;Venetoclax;SB590885;Crizotinib,UBA2,FALSE,Ubiquitin system,36,
Q9UBV8,IAP_7638,PEF1,FALSE,Domain-containing proteins not elsewhere classified,100,
Q9UD71,AZD5582,PPP1R1B,FALSE,Protein phosphatases and associated proteins,5,
Q9UDY2,Afatinib;PF-06747775,TJP2,TRUE,none,35,
Q9UEE9,TGX221,CFDP1,FALSE,none,25,
Q9UFW8,Afatinib;Dabrafenib,CGGBP1,FALSE,none,85,
Q9UG63,SB590885;Afatinib;Dabrafenib;PLX-4720,ABCF2,FALSE,Ribosome biogenesis,18,
Q9UGI8,Savolitinib;AZD6094;AZD5582,TES,FALSE,Domain-containing proteins not elsewhere classified,48,
Q9UGT4,Savolitinib,SUSD2,FALSE,Domain-containing proteins not elsewhere classified,7,
Q9UGU0,Savolitinib,TCF20,FALSE,Transcription factors,75,
Q9UGV2,Afatinib;Savolitinib,NDRG3,FALSE,none,13,
Q9UH65,AZD5582,SWAP70,FALSE,Membrane trafficking,46,
Q9UH99,AZD5582;Savolitinib,SUN2,FALSE,Chromosome and associated proteins,19,
Q9UHA4,Savolitinib,LAMTOR3,FALSE,none,15,
Q9UHB6,Afatinib;Venetoclax,LIMA1,TRUE,Cytoskeleton proteins,46,
Q9UHB9,Afatinib,SRP68,FALSE,Secretion system,33,
Q9UHG3,Afatinib,PCYOX1,FALSE,Enzymes,99,
Q9UHL4,SB590885;Dabrafenib,DPP7,FALSE,Peptidases and inhibitors,66,
Q9UHR4,PF-06747775,BAIAP2L1,FALSE,Membrane trafficking,44,
Q9UHR5,IAP_7638,SAP30BP,FALSE,Chromosome and associated proteins,82,
Q9UHV9,Afatinib;IAP_5620;AZD5582;Savolitinib;IAP_7638;Crizotinib,PFDN2,FALSE,Chaperones and folding catalysts,32,
Q9UHX1,Afatinib;WEHI-539;AZD5582,PUF60,FALSE,Spliceosome,33,
Q9UHY1,Dabrafenib,NRBP1,FALSE,Protein kinases,83,
Q9UHY7,SB590885;TGX221,ENOPH1,FALSE,Enzymes,100,
Q9UI08,Temozolomide,EVL,FALSE,none,85,
Q9UI09,AC220;SB590885,NDUFA12,FALSE,none,69,
Q9UI10,Afatinib,EIF2B4,FALSE,Translation factors,94,
Q9UI12,Afatinib;GDC-0879;PLX-4720;Dabrafenib;SB590885,ATP6V1H,FALSE,none,14,
Q9UI15,IAP_7638,TAGLN3,FALSE,Membrane trafficking,56,
Q9UI30,Afatinib;IAP_5620;IAP_7638;AZD5582,TRMT112,FALSE,Transfer RNA biogenesis,18,
Q9UI42,TL-1-85,CPA4,FALSE,Peptidases and inhibitors,56,
Q9UIG0,Savolitinib,BAZ1B,FALSE,Chromosome and associated proteins,3,
Q9UIM3,WH-4-023;TGX221;IAP_7638;AZD5582,FKBP4,FALSE,Chaperones and folding catalysts,75,
Q9UIQ6,AZD5582;Savolitinib,LNPEP,TRUE,Peptidases and inhibitors,66,
Q9UIS9,Crizotinib,MBD1,FALSE,Transcription factors,27,
Q9UIV1,A-1155463,CNOT7,FALSE,Messenger RNA biogenesis,74,
Q9UIW2,Capmatinib,PLXNA1,TRUE,none,5,
Q9UJ14,IAP_7638,GGT7,FALSE,Peptidases and inhibitors,39,
Q9UJ70,Dabrafenib,NAGK,FALSE,Enzymes,65,
Q9UJS0,Crizotinib,SLC25A13,FALSE,Transporters,89,
Q9UJU6,Dabrafenib,DBNL,FALSE,Membrane trafficking,49,
Q9UJV9,IAP_7638;AZD5582,DDX41,FALSE,Spliceosome,35,
Q9UJW0,Afatinib,DCTN4,FALSE,Chromosome and associated proteins,9,
Q9UJY4,Savolitinib,GGA2,FALSE,Membrane trafficking,76,
Q9UJY5,SB590885;Dabrafenib,GGA1,FALSE,Membrane trafficking,7,
Q9UJZ1,Afatinib;CAY10566;AZD5582;Savolitinib,STOML2,FALSE,Transporters,44,
Q9UK45,TGX221;IAP_7638,700 LSM,FALSE,Messenger RNA biogenesis,61
Q9UK76,Savolitinib,JPT1,FALSE,none,42,
Q9UKA9,TGX221,PTBP2,FALSE,Spliceosome,93,
Q9UKD2,SB590885,MRTO4,FALSE,Ribosome biogenesis,91,
Q9UKF6,Dabrafenib;Nilotinib,CPSF3,FALSE,Transcription machinery,73,
Q9UKK9,Afatinib;IAP_7638;Crizotinib,NUDT5,FALSE,Enzymes,70,
Q9UKL0,Ara-G,RCOR1,FALSE,Chromosome and associated proteins,48,
Q9UKN8,SB590885,GTF3C4,FALSE,Transcription machinery,79,
Q9UKS6,Afatinib;PF-06747775,PACSIN3,FALSE,Membrane trafficking,26,
Q9UKV3,Dabrafenib;TGX221;PLX-4720,ACIN1,FALSE,Messenger RNA biogenesis,8,
Q9UKX7,SB590885,NUP50,FALSE,Messenger RNA biogenesis,85,
Q9UKY7,Savolitinib,CDV3,FALSE,none,99,
Q9ULC3,Afatinib;TGX221;GSK429286A,RAB23,FALSE,Membrane trafficking,46,
Q9ULC4,IAP_7638;AZD5582,MCTS1,FALSE,Messenger RNA biogenesis,93,
Q9ULE4,Venetoclax,FAM184B,FALSE,none,2,
Q9ULR0,Dabrafenib,ISY1,FALSE,Spliceosome,46,
Q9ULU4,Venetoclax;Savolitinib,ZMYND8,FALSE,Domain-containing proteins not elsewhere classified,6,
Q9ULV4,Afatinib;PLX-4720;Dabrafenib;PF-06747775;LIMK1 inhibitor BMS4;GSK429286A,CORO1C,FALSE,Cytoskeleton proteins,26,
Q9ULW0,WEHI-539;Dabrafenib;AZD5582,TPX2,FALSE,Chromosome and associated proteins,38,
Q9ULX9,Afatinib;GDC-0879;PLX-4720;Dabrafenib;SB590885,MAFF,FALSE,Transcription factors,4,
Q9ULZ3,Dabrafenib,PYCARD,FALSE,none,89,
Q9UM00,Afatinib;AZD5582,TMCO1,FALSE,Membrane trafficking,44,
Q9UMS4,SB590885;Dabrafenib;IAP_7638;AZD5582,PRPF19,FALSE,Spliceosome,65,
Q9UMX0,Savolitinib,UBQLN1,FALSE,Membrane trafficking,64,
Q9UMY4,Afatinib;Dabrafenib,SNX12,FALSE,Membrane trafficking,86,
Q9UN37,Afatinib;AZD5582;Savolitinib;SB590885;IAP_7638;Crizotinib,VPS4A,FALSE,Membrane trafficking,89,
