nodeID;display name;name;shared name;canonical name;database identifier;description;node type;species;keggID;BRITEClass;number_of_nodes;number_of_edges;average_degree;degree_1_alters;degree_2_alters
155459;fryC;511145.b2386;511145.b2386;P77579;511145.b2386;Putative enzyme IIC component of PTS, The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active -transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane.;protein;Escherichia coli K12;eco:b2386;Transporters;52.0;178.0;3.423076923076923;10.0;41.0
147215;fryB;511145.b2387;511145.b2387;P69808;511145.b2387;Putative enzyme IIB component of PTS, The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. The enzyme II FryABC PTS system is involved in fructose transport.;protein;Escherichia coli K12;eco:b2387;Transporters;44.0;162.0;3.6818181818181817;7.0;36.0
147338;glk;511145.b2388;511145.b2388;P0A6V8;511145.b2388;Glucokinase, Not highly important in E.coli as glucose is transported into the cell by the PTS system already as glucose 6-phosphate.;protein;Escherichia coli K12;eco:b2388;Enzymes;366.0;3144.0;8.59016393442623;38.0;327.0
153029;yfeO;511145.b2389;511145.b2389;P67729;511145.b2389;Putative ion channel protein;protein;Escherichia coli K12;eco:b2389;Transporters;1.0;0.0;0.0;0.0;0.0
153032;ypeC;511145.b2390;511145.b2390;P64542;511145.b2390;DUF2502 family putative periplasmic protein, The overlapping reading frame (b2391) is no longer thought to be an actual gene, and has been deaccessioned, To E.coli YaaX.;protein;Escherichia coli K12;eco:b2390;none;2.0;1.0;0.5;1.0;0.0
153086;mntH;511145.b2392;511145.b2392;P0A769;511145.b2392;Manganese/divalent cation transporter, H(+)-stimulated, divalent metal cation uptake system. Involved in manganese and iron uptake. Can also transport cadmium, cobalt, zinc and to a lesser extent nickel and copper. Involved in response to reactive oxygen.;protein;Escherichia coli K12;eco:b2392;Transporters;47.0;133.0;2.8297872340425534;6.0;40.0
153083;nupC;511145.b2393;511145.b2393;P0AFF2;511145.b2393;Nucleoside (except guanosine) transporter, Transports nucleosides with a high affinity except guanosine and deoxyguanosine. Driven by a proton motive force. Transports cytidine, uridine, thymidine, adenosine and inosine. Can also transport xanthosine, but with a very low affinity.;protein;Escherichia coli K12;eco:b2393;Transporters;16.0;42.0;2.625;3.0;12.0
149354;insL1;511145.b0016;511145.b0016;P0CF91;511145.b0016;IS186 transposase, Involved in the transposition of the insertion sequence IS186.;protein;Escherichia coli K12;eco:b2394;none;1.0;0.0;0.0;0.0;0.0
148886;yfeA;511145.b2395;511145.b2395;P23842;511145.b2395;Putative diguanylate cyclase, Phosphodiesterase (PDE) that catalyzes the hydrolysis of cyclic-di-GMP (c-di-GMP) to 5'-pGpG.;protein;Escherichia coli K12;eco:b2395;Enzymes;93.0;468.0;5.032258064516129;16.0;76.0
153038;yfeC;511145.b2398;511145.b2398;P0AD37;511145.b2398;DUF1323 family putative DNA-binding protein, To E.coli YfiI and P.aeruginosa RluD.;protein;Escherichia coli K12;eco:b2398;none;15.0;34.0;2.2666666666666666;2.0;12.0
153044;yfeD;511145.b2399;511145.b2399;P27238;511145.b2399;DUF1323 family putative DNA-binding protein;protein;Escherichia coli K12;eco:b2399;none;15.0;34.0;2.2666666666666666;2.0;12.0
150260;gltX;511145.b2400;511145.b2400;P04805;511145.b2400;glutamyl-tRNA synthetase, Catalyzes the attachment of glutamate to tRNA(Glu) in a two- step reaction: glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu). ECO:0000269|PubMed:6986385, ECO:0000269|PubMed:7797500,;protein;Escherichia coli K12;eco:b2400;Amino acid related enzymes;459.0;7567.0;16.485838779956428;68.0;390.0
153041;xapR;511145.b2405;511145.b2405;P23841;511145.b2405;Transcriptional activator of xapAB, Positive regulator required for the expression of xapA and xapB. Binds to the inducer xanthosine.;protein;Escherichia coli K12;eco:b2405;none;37.0;132.0;3.5675675675675675;4.0;32.0
153047;xapB;511145.b2406;511145.b2406;P45562;511145.b2406;Xanthosine transporter, Uptake of xanthosine. Driven by a proton motive force. Can also transport other nucleosides such as inosine, adenosine, cytidine, uridine and thymidine.;protein;Escherichia coli K12;eco:b2406;Transporters;24.0;104.0;4.333333333333333;3.0;20.0
146447;xapA;511145.b2407;511145.b2407;P45563;511145.b2407;Purine nucleoside phosphorylase 2, The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic bond in the beta- (deoxy)ribonucleoside molecules, with the formation of the corresponding free purine bases and pentose-1-phosphate. This protein can degrade all purine nucleosides including xanthosine, inosine and guanosine, but cannot cleave adenosine, deoxyadenosine or hypoxanthine arabinoside. Has a preference for the neutral over the monoanionic form of xanthosine. ECO:0000269|PubMed:3042752, ECO:0000269|PubMed:7007808,;protein;Escherichia coli K12;eco:b2407;Enzymes;119.0;733.0;6.159663865546219;18.0;100.0
153053;yfeN;511145.b2408;511145.b2408;P45564;511145.b2408;Putative outer membrane protein, Putative sugar hydrolase, Belongs to the nucleoside-specific channel-forming outer membrane porin (Tsx) (TC 1.B.10) family.;protein;Escherichia coli K12;eco:b2408;none;1.0;0.0;0.0;0.0;0.0
153056;yfeR;511145.b2409;511145.b2409;P0ACR7;511145.b2409;Putative transcriptional regulator LYSR-type, Protein involved in transcription activator activity, transcription repressor activity and transcription, Belongs to the LysR transcriptional regulatory family.;protein;Escherichia coli K12;eco:b2409;none;1.0;0.0;0.0;0.0;0.0
153059;yfeH;511145.b2410;511145.b2410;P39836;511145.b2410;Putative inorganic ion transporter, Putative cytochrome oxidase, Belongs to the bile acid:sodium symporter (BASS) (TC 2.A.28) family.;protein;Escherichia coli K12;eco:b2410;Transporters;11.0;39.0;3.5454545454545454;1.0;9.0
148379;ligA;511145.b2411;511145.b2411;P15042;511145.b2411;DNA ligase, NAD(+)-dependent, DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double- stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA, Belongs to the NAD-dependent DNA ligase family. LigA subfamily.;protein;Escherichia coli K12;eco:b2411;DNA replication proteins;136.0;944.0;6.9411764705882355;7.0;128.0
145130;zipA;511145.b2412;511145.b2412;P77173;511145.b2412;FtsZ stabilizer, Essential cell division protein that stabilizes the FtsZ protofilaments by cross-linking them and that serves as a cytoplasmic membrane anchor for the Z ring (PubMed:9008158, PubMed:11847116, PubMed:22164258, PubMed:22304478, PubMed:23233671). Also required for the recruitment to the septal ring of the downstream cell division proteins FtsK, FtsQ, FtsL and FtsN . ZipA overproduction protects FtsZ from degradation by ClpP by preventing recognition by ClpX . Does not affect the GTPase activity of FtsZ . ECO:0000269|PubMed:11948172, ECO:0000269|PubMed:22164258, ECO:0000269|PubMed:22304478, ECO:0000269|PubMed:23233671,;protein;Escherichia coli K12;eco:b2412;Chromosome and associated proteins;231.0;2544.0;11.012987012987013;27.0;203.0
153062;cysZ;511145.b2413;511145.b2413;P0A6J3;511145.b2413;Sulfate transporter, sulfite inhibited, High affinity, high specificity proton-dependent sulfate transporter, which mediates sulfate uptake. Provides the sulfur source for the cysteine synthesis pathway. Does not transport thiosulfate. , Belongs to the CysZ family.;protein;Escherichia coli K12;eco:b2413;none;1.0;0.0;0.0;0.0;0.0
147125;cysK;511145.b2414;511145.b2414;P0ABK5;511145.b2414;Cysteine synthase A, O-acetylserine sulfhydrolase A subunit, (Microbial infection) In addition to its role in cysteine synthesis, stimulates the tRNase activity of CdiA-CT from E.coli strain 536 / UPEC, stimulation does not require O-acetylserine sulfhydrylase activity. CdiA is the toxic component of a toxin-immunity protein module, which functions as a cellular contact-dependent growth inhibition (CDI) system. CDI modules allow bacteria to communicate with and inhibit the growth of closely related neighboring bacteria in a contact-dependent fashion (experiments done in strains BW25113 and X90, both K12 derivatives). This protein is not required for CDI of strain EC93, whose toxin may function by forming inner cell membrane pores . CysK stabilizes CdiA-CT, allowing it to bind tRNA substrate, neither CdiA-CT nor CysK bind tRNA alone in vitro .;protein;Escherichia coli K12;eco:b2414;Enzymes;304.0;1917.0;6.305921052631579;36.0;267.0
144791;ptsH;511145.b2415;511145.b2415;P0AA04;511145.b2415;Phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr), General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. The phosphoryl group from phosphoenolpyruvate (PEP) is transferred to the phosphoryl carrier protein HPr by enzyme I. Phospho-HPr then transfers it to the PTS EIIA domain.;protein;Escherichia coli K12;eco:b2415;Transporters;449.0;4458.0;9.928730512249443;55.0;393.0
145115;ptsI;511145.b2416;511145.b2416;P08839;511145.b2416;PEP-protein phosphotransferase of PTS system (enzyme I), General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr) (PubMed:7876255, PubMed:12705838, PubMed:17053069). Can also use (Z)-3-fluoro-PEP (ZFPEP), (Z)-3-methyl- PEP (ZMePEP), (Z)-3-chloro-PEP (ZClPEP) and (E)-3-chloro-PEP (EClPEP) as alternative phosphoryl donors .;protein;Escherichia coli K12;eco:b2416;Transporters;174.0;907.0;5.212643678160919;15.0;158.0
145127;crr;511145.b2417;511145.b2417;P69783;511145.b2417;Glucose-specific enzyme IIA component of PTS, The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane . The enzyme II complex composed of PtsG and Crr is involved in glucose transport . The non-phosphorylated EIII-Glc is an inhibitor for uptake of certain sugars such as maltose, melibiose, lactose, and glycerol. Phosphorylated EIII-Glc, however, may be an activator for adenylate cyclase. It is an important regulatory protein for cell metabolism . ECO:0000269|PubMed:3129430, ECO:0000269|PubMed:789369,;protein;Escherichia coli K12;eco:b2417;Transporters;377.0;2495.0;6.618037135278515;42.0;334.0
147383;pdxK;511145.b2418;511145.b2418;P40191;511145.b2418;Pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase, B6-vitamer kinase involved in the salvage pathway of pyridoxal 5'-phosphate (PLP). Catalyzes the phosphorylation of pyridoxine (PN), pyridoxal (PL), and pyridoxamine (PM), forming their respective 5'-phosphorylated esters, i.e. PNP, PLP and PMP. , Belongs to the pyridoxine kinase family. PdxK subfamily.;protein;Escherichia coli K12;eco:b2418;Enzymes;13.0;25.0;1.9230769230769231;4.0;8.0
153065;yfeK;511145.b2419;511145.b2419;Q47702;511145.b2419;Uncharacterized protein;protein;Escherichia coli K12;eco:b2419;none;12.0;11.0;0.9166666666666666;3.0;8.0
153077;yfeS;511145.b2420;511145.b2420;P78271;511145.b2420;WGR domain protein;protein;Escherichia coli K12;eco:b2420;none;12.0;15.0;1.25;3.0;8.0
147101;cysM;511145.b2421;511145.b2421;P16703;511145.b2421;Cysteine synthase B (O-acetylserine sulfhydrolase B), Two cysteine synthase enzymes are found. Both catalyze the same reaction. Cysteine synthase B can also use thiosulfate in place of sulfide to give cysteine thiosulfonate as a product.;protein;Escherichia coli K12;eco:b2421;Enzymes;156.0;943.0;6.044871794871795;16.0;139.0
150488;cysA;511145.b2422;511145.b2422;P16676;511145.b2422;Sulfate/thiosulfate transporter subunit, Part of the ABC transporter complex CysAWTP involved in sulfate/thiosulfate import. Responsible for energy coupling to the transport system.;protein;Escherichia coli K12;eco:b2422;Transporters;203.0;1217.0;5.995073891625616;30.0;172.0
147842;cysW;511145.b2423;511145.b2423;P0AEB0;511145.b2423;Sulfate/thiosulfate ABC transporter permease, Part of the ABC transporter complex CysAWTP (TC 3.A.1.6.1) involved in sulfate/thiosulfate import. Probably responsible for the translocation of the substrate across the membrane.;protein;Escherichia coli K12;eco:b2423;Transporters;181.0;1239.0;6.845303867403315;19.0;161.0
153068;cysU;511145.b2424;511145.b2424;P16701;511145.b2424;Sulfate/thiosulfate ABC transporter permease, Part of the ABC transporter complex CysAWTP (TC 3.A.1.6.1) involved in sulfate/thiosulfate import. Probably responsible for the translocation of the substrate across the membrane.;protein;Escherichia coli K12;eco:b2424;Transporters;159.0;1136.0;7.144654088050315;21.0;137.0
153071;cysP;511145.b2425;511145.b2425;P16700;511145.b2425;Thiosulfate-binding protein, Part of the ABC transporter complex CysAWTP (TC 3.A.1.6.1) involved in sulfate/thiosulfate import. This protein specifically binds thiosulfate and is involved in its transmembrane transport.;protein;Escherichia coli K12;eco:b2425;Transporters;126.0;715.0;5.674603174603175;16.0;109.0
143390;ucpA;511145.b2426;511145.b2426;P37440;511145.b2426;Furfural resistance protein, putative short-chain oxidoreductase, Putative oxidoreductase;protein;Escherichia coli K12;eco:b2426;none;14.0;25.0;1.7857142857142858;1.0;12.0
152702;murR;511145.b2427;511145.b2427;P77245;511145.b2427;Repressor for murPQ, MurNAc 6-P inducible, Represses the expression of the murPQ operon involved in the uptake and degradation of N-acetylmuramic acid (MurNAc). Binds to two adjacent inverted repeats within the operator region. MurNAc 6- phosphate, the substrate of MurQ, is the specific inducer that weakens binding of MurR to the operator. Also represses its own transcription.;protein;Escherichia coli K12;eco:b2427;Transcription factors;23.0;70.0;3.0434782608695654;3.0;19.0
149639;murQ;511145.b2428;511145.b2428;P76535;511145.b2428;N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase, Specifically catalyzes the cleavage of the D-lactyl ether substituent of MurNAc 6-phosphate, producing GlcNAc 6-phosphate and D- lactate. Is required for growth on MurNAc as the sole source of carbon and energy. Together with AnmK, is also required for the utilization of anhydro-N-acetylmuramic acid (anhMurNAc) either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling.;protein;Escherichia coli K12;eco:b2428;Enzymes;98.0;431.0;4.3979591836734695;11.0;86.0
147311;murP;511145.b2429;511145.b2429;P77272;511145.b2429;N-acetylmuramic acid permease, EIIBC component, PTS system, The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. This system is involved in N-acetylmuramic acid (MurNAc) transport, yielding cytoplasmic MurNAc-6-P. Is responsible for growth on MurNAc as the sole source of carbon and energy. Is also able to take up anhydro-N- acetylmuramic acid (anhMurNAc), but cannot phosphorylate the carbon 6, probably because of the 1,6-anhydro ring.;protein;Escherichia coli K12;eco:b2429;Transporters;123.0;569.0;4.626016260162602;9.0;113.0
